iter	Passed	Remaining
670	608991	3928949
671	609860	3927794
672	610754	3926795
673	611616	3925597
674	612467	3924328
675	613353	3923287
676	614263	3922392
677	615107	3921083
678	615951	3919771
679	616798	3918485
680	617648	3917214
681	618556	3916312
682	619484	3915542
683	620308	3914113
684	621182	3912998
685	622119	3912278
686	622989	3911141
687	623924	3910407
688	624816	3909407
689	625702	3908373
690	626549	3907090
691	627505	3906493
692	628376	3905362
693	629266	3904353
694	630132	3903192
695	631048	3902343
696	631936	3901325
697	632770	3899972
698	633688	3899132
699	634567	3898055
700	635439	3896937
701	636363	3896142
702	637260	3895176
703	638117	3893969
704	638990	3892858
705	639885	3891883
706	640730	3890603
707	641608	3889526
708	642466	3888326
709	643353	3887305
710	644304	3886670
711	645180	3885582
712	646127	3884918
713	647026	3883972
714	647991	3883418
715	648929	3882699
716	649820	3881702
717	650698	3880626
718	651605	3879723
719	652516	3878849
720	653379	3877685
721	654298	3876852
722	655157	3875667
723	656164	3875357
724	657036	3874249
725	657873	3872938
726	658800	3872149
727	659736	3871419
728	660607	3870307
729	661474	3869175
730	662365	3868181
731	663284	3867348
732	664174	3866346
733	665058	3865312
734	666022	3864741
735	666949	3863955
736	667828	3862894
737	668691	3861738
738	669560	3860621
739	670417	3859428
740	671337	3858606
741	672237	3857664
742	673066	3856317
743	673956	3855323
744	674847	3854331
745	675728	3853282
746	676605	3852214
747	677500	3851247
748	678448	3850581
749	679356	3849687
750	680189	3848369
751	681038	3847144
752	681914	3846072
753	682824	3845189
754	683709	3844167
755	684557	3842937
756	685383	3841588
757	686255	3840494
758	687078	3839131
759	687938	3837973
760	688855	3837132
761	689778	3836328
762	690720	3835626
763	691564	3834380
764	692402	3833103
765	693299	3832154
766	694161	3831013
767	695007	3829782
768	695865	3828620
769	696740	3827549
770	697646	3826651
771	698531	3825634
772	699404	3824556
773	700289	3823541
774	701184	3822589
775	702017	3821289
776	702922	3820388
777	703801	3819345
778	704658	3818181
779	705530	3817102
780	706457	3816320
781	707368	3815450
782	708228	3814306
783	709204	3813782
784	710082	3812735
785	710957	3811672
786	711854	3810730
787	712716	3809595
788	713668	3808947
789	714570	3808030
790	715440	3806937
791	716273	3805653
792	717154	3804624
793	718005	3803441
794	718905	3802513
795	719839	3801767
796	720724	3800761
797	721673	3800091
798	722625	3799434
799	723486	3798303
800	724364	3797259
801	725334	3796703
802	726225	3795726
803	727195	3795166
804	728098	3794251
805	729053	3793611
806	730154	3793729
807	731114	3793108
808	732032	3792272
809	732872	3791032
810	733752	3789999
811	734714	3789387
812	735695	3788879
813	736609	3788017
814	737529	3787191
815	738464	3786442
816	739394	3785665
817	740352	3785031
818	741248	3784078
819	742111	3782959
820	742980	3781868
821	743879	3780936
822	744762	3779917
823	745589	3778618
824	746474	3777614
825	747303	3776325
826	748144	3775098
827	749006	3773977
828	749861	3772826
829	750690	3771542
830	751637	3770850
831	752545	3769965
832	753404	3768833
833	754336	3768063
834	755257	3767244
835	756160	3766328
836	757026	3765237
837	757889	3764123
838	758807	3763285
839	759701	3762332
840	760552	3761161
841	761468	3760317
842	762387	3759482
843	763296	3758602
844	764138	3757391
845	765006	3756310
846	765875	3755229
847	766816	3754506
848	767727	3753634
849	768652	3752830
850	769536	3751830
851	770416	3750809
852	771296	3749784
853	772221	3748983
854	773102	3747964
855	773970	3746884
856	774785	3745548
857	775638	3744397
858	776484	3743216
859	777368	3742213
860	778245	3741183
861	779167	3740365
862	780050	3739361
863	780981	3738589
864	781856	3737546
865	782714	3736423
866	783584	3735356
867	784420	3734129
868	785284	3733036
869	786133	3731877
870	787017	3730876
871	787970	3730209
872	788830	3729098
873	789739	3728219
874	790699	3727584
875	791594	3726640
876	792599	3726210
877	793558	3725566
878	794572	3725178
879	795567	3724702
880	796538	3724109
881	797437	3723184
882	798411	3722606
883	799290	3721582
884	800173	3720580
885	801022	3719422
886	801905	3718418
887	802949	3718161
888	803909	3717516
889	804867	3716858
890	805724	3715736
891	806564	3714537
892	807439	3713498
893	808375	3712741
894	809249	3711697
895	810125	3710663
896	811013	3709686
897	811885	3708634
898	812734	3707481
899	813652	3706636
900	814568	3705790
901	815559	3705280
902	816466	3704389
903	817369	3703480
904	818259	3702511
905	819167	3701622
906	820022	3700497
907	820920	3699566
908	821764	3698391
909	822665	3697472
910	823632	3696853
911	824457	3695593
912	825375	3694752
913	826286	3693878
914	827170	3692884
915	828047	3691862
916	828949	3690947
917	829881	3690168
918	830749	3689105
919	831698	3688402
920	832690	3687886
921	833589	3686962
922	834501	3686090
923	835399	3685161
924	836234	3683952
925	837094	3682853
926	837973	3681839
927	838854	3680836
928	839780	3680026
929	840691	3679155
930	841519	3677918
931	842416	3676983
932	843290	3675951
933	844202	3675084
934	845092	3674117
935	845961	3673063
936	846825	3671987
937	847675	3670849
938	848548	3669814
939	849390	3668643
940	850345	3667961
941	851221	3666941
942	852080	3665843
943	852954	3664813
944	853818	3663739
945	854778	3663076
946	855636	3661979
947	856488	3660856
948	857357	3659806
949	858351	3659287
950	859235	3658301
951	860171	3657537
952	861051	3656531
953	861917	3655468
954	862835	3654628
955	863801	3653990
956	864705	3653088
957	865597	3652134
958	866499	3651223
959	867359	3650136
960	868259	3649221
961	869122	3648144
962	870019	3647217
963	870876	3646119
964	871755	3645114
965	872629	3644085
966	873650	3643672
967	874542	3642723
968	875431	3641758
969	876343	3640892
970	877263	3640054
971	878111	3638923
972	879015	3638022
973	879853	3636848
974	880724	3635811
975	881574	3634689
976	882439	3633626
977	883334	3632691
978	884273	3631936
979	885139	3630878
980	886042	3629974
981	886925	3628986
982	887851	3628177
983	888745	3627236
984	889622	3626226
985	890466	3625084
986	891410	3624348
987	892320	3623472
988	893297	3622867
989	894155	3621780
990	895023	3620736
991	895859	3619562
992	896732	3618538
993	897595	3617474
994	898504	3616594
995	899343	3615433
996	900212	3614395
997	901133	3613563
998	902003	3612530
999	902878	3611513
1000	903787	3610634
1001	904846	3610355
1002	905833	3609786
1003	906717	3608805
1004	907570	3607703
1005	908465	3606770
1006	909343	3605767
1007	910324	3605175
1008	911227	3604269
1009	912109	3603283
1010	913018	3602403
1011	913912	3601467
1012	914822	3600590
1013	915671	3599475
1014	916526	3598380
1015	917451	3597565
1016	918378	3596755
1017	919240	3595693
1018	920149	3594814
1019	921077	3594009
1020	921998	3593177
1021	922900	3592268
1022	923745	3591141
1023	924598	3590041
1024	925457	3588969
1025	926297	3587822
1026	927190	3586882
1027	928163	3586248
1028	929135	3585616
1029	930015	3584621
1030	930977	3583947
1031	931896	3583105
1032	932830	3582321
1033	933765	3581541
1034	934576	3580286
1035	935427	3579183
1036	936286	3578114
1037	937184	3577192
1038	938050	3576147
1039	938908	3575073
1040	939841	3574286
1041	940764	3573459
1042	941650	3572495
1043	942517	3571455
1044	943403	3570487
1045	944298	3569558
1046	945129	3568382
1047	946040	3567511
1048	946896	3566433
1049	947933	3566034
1050	948895	3565356
1051	949762	3564316
1052	950620	3563248
1053	951548	3562438
1054	952426	3561442
1055	953356	3560641
1056	954251	3559711
1057	955157	3558817
1058	956064	3557933
1059	956925	3556874
1060	957750	3555681
1061	958679	3554877
1062	959572	3553939
1063	960470	3553020
1064	961403	3552228
1065	962257	3551146
1066	963187	3550341
1067	964050	3549295
1068	964938	3548337
1069	965776	3547197
1070	966660	3546225
1071	967505	3545113
1072	968451	3544371
1073	969285	3543217
1074	970184	3542299
1075	971106	3541470
1076	972006	3540559
1077	972906	3539645
1078	973752	3538538
1079	974685	3537745
1080	975566	3536767
1081	976472	3535876
1082	977391	3535035
1083	978283	3534094
1084	979155	3533080
1085	979998	3531964
1086	980930	3531168
1087	981809	3530183
1088	982625	3528969
1089	983570	3528222
1090	984463	3527284
1091	985279	3526072
1092	986110	3524917
1093	986978	3523893
